x,y,VAUD_mean,VBUD_mean,VCUD_mean,VALR_mean,VBLR_mean,VCLR_mean,PXAL_mean,PXAM_mean,PXAR_mean,PXBL_mean,PXBM_mean,PXBR_mean,PYAL_mean,PYAM_mean,PYAR_mean,PYBL_mean,PYBM_mean,PYBR_mean,VAUD_std,VBUD_std,VCUD_std,VALR_std,VBLR_std,VCLR_std,PXAL_std,PXAM_std,PXAR_std,PXBL_std,PXBM_std,PXBR_std,PYAL_std,PYAM_std,PYAR_std,PYBL_std,PYBM_std,PYBR_std
20,7,0.017613786,0.004591608,0.004128172,0.014251748,0.016301099,0.004454346,0.00863007,0.018856244,0.03871019,0.021229171,0.014148951,0.005928871,0.026369393,0.040608192,0.036998202,0.002662438,0.005444654,0.004002292,0.007604077,0.011592307,0.021763023,0.010220032,0.016804684,0.015901487,0.029878858,0.037162516,0.032629437,0.04286664,0.041339523,0.023459922,0.006205242,0.006088309,0.003476171,0.01238018,0.013172756,0.012845333
20,8,0.016446454,0.003704995,0.002095604,0.017178621,0.007744156,0.002485515,0.007372627,0.006951149,0.019343157,0.035980819,0.020444755,0.004543157,0.027592769,0.041764635,0.035342857,0.005492607,0.002061836,0.004206288,0.008413407,0.009689673,0.018613892,0.008217045,0.014030232,0.015784285,0.025508277,0.030191134,0.035277743,0.044781647,0.042497919,0.021346606,0.006277512,0.005985157,0.006688782,0.009946417,0.017039786,0.012561285
21,-1,0.018315085,0.007091508,0.012559041,0.025286813,0.01358022,0.019362937,0.037681019,0.061342857,0.043294106,0.068928971,0.032962737,0.011993107,0.025515831,0.0408314,0.035287968,0.011227373,0.010092454,0.008107036,0.005321313,0.006972221,0.008643497,0.008846068,0.007382825,0.013717687,0.029981058,0.035564714,0.031163296,0.036207781,0.045601339,0.028331377,0.011936167,0.012204912,0.006184739,0.006226919,0.009326956,0.00537746
21,-2,0.018503596,0.007826873,0.011442258,0.023902198,0.014106893,0.023838462,0.035998901,0.06764985,0.038628372,0.074592807,0.040253846,0.021974725,0.025469577,0.040306325,0.03587558,0.012645255,0.00967577,0.006781761,0.005342414,0.006644742,0.010566359,0.00880467,0.007750357,0.016364311,0.033781813,0.035826415,0.030476782,0.034162496,0.046550504,0.035870258,0.009211315,0.011319019,0.006687654,0.005193287,0.008253218,0.006190335
21,-3,0.016794605,0.006158342,0.011995305,0.022287113,0.01189041,0.025764736,0.029413686,0.049628372,0.01942957,0.068455045,0.061120679,0.036192308,0.024558288,0.039467464,0.035769286,0.01323007,0.008893652,0.005742001,0.00910839,0.00967959,0.01168747,0.008859274,0.010939643,0.019085683,0.032898018,0.042147119,0.036012544,0.042969778,0.054641686,0.043388197,0.010757677,0.012295076,0.008229057,0.005584658,0.009076137,0.008047425
21,-4,0.016922378,0.004824476,0.014451948,0.019317083,0.010468032,0.02608022,0.022766034,0.041787313,0.012494705,0.053764436,0.04980959,0.031332268,0.022114732,0.038040491,0.036177378,0.013311688,0.009792853,0.006309234,0.00885371,0.011767339,0.008366706,0.009611983,0.012188326,0.020796871,0.033366662,0.037748052,0.0348366,0.040797891,0.050923678,0.039374594,0.013825098,0.013525153,0.008037487,0.005012283,0.006596635,0.007577381
21,-5,0.012448651,0.003654246,0.013782218,0.016837562,0.006637562,0.027217883,0.02231049,0.035330569,0.013453147,0.055338162,0.049391908,0.033572128,0.019831115,0.034831101,0.033962393,0.013558342,0.009720825,0.007134209,0.013691026,0.014051154,0.009183227,0.013942485,0.016029377,0.023161693,0.036587556,0.044437877,0.037670884,0.045678861,0.054932733,0.045377786,0.017417176,0.019591382,0.012254842,0.004020678,0.007785909,0.007275471
21,-6,0.007438262,0.00080989,0.011344456,0.011731968,0.004178521,0.026031769,0.014743856,0.020008991,0.005303497,0.058011988,0.068795005,0.044215784,0.013695751,0.027503728,0.026430925,0.013282318,0.010600146,0.006907236,0.018066911,0.01575813,0.011803269,0.01766247,0.017884028,0.021559716,0.033016599,0.039263071,0.036854955,0.046985837,0.059761986,0.049678798,0.026958079,0.030376856,0.021753637,0.004328515,0.007625843,0.008260227
21,-7,0.001598901,0.001448052,0.010596204,0.004044855,0.000184815,0.013345155,0.011438861,0.019123576,0.013055045,0.052141558,0.049415784,0.022188412,0.005129717,0.012667864,0.014367888,0.01145045,0.011067179,0.008171372,0.024431157,0.014502476,0.009905133,0.01916216,0.020888475,0.018064185,0.033692963,0.040575624,0.039561829,0.051426664,0.060486862,0.042038671,0.034887139,0.043012424,0.033926069,0.005699721,0.007081873,0.008353073
21,-8,0.001606394,0.002060939,0.01427962,0.001684615,0.007886214,0.012194706,0.009148851,0.025756144,0.020610989,0.023526174,0.018143956,0.007926074,0.007604342,0.011812719,0.00808537,0.01168971,0.01116618,0.008455987,0.026016012,0.015570611,0.005410245,0.019485439,0.021335202,0.014951272,0.030192382,0.041267139,0.042160683,0.045540779,0.047759325,0.028218849,0.032060547,0.042498781,0.038011795,0.004690526,0.004867827,0.007348063
