x,y,VAUD_mean,VBUD_mean,VCUD_mean,VALR_mean,VBLR_mean,VCLR_mean,PXAL_mean,PXAM_mean,PXAR_mean,PXBL_mean,PXBM_mean,PXBR_mean,PYAL_mean,PYAM_mean,PYAR_mean,PYBL_mean,PYBM_mean,PYBR_mean,VAUD_std,VBUD_std,VCUD_std,VALR_std,VBLR_std,VCLR_std,PXAL_std,PXAM_std,PXAR_std,PXBL_std,PXBM_std,PXBR_std,PYAL_std,PYAM_std,PYAR_std,PYBL_std,PYBM_std,PYBR_std
31,-1,0.038530869,0.024270529,0.042757343,0.05505984,0.03102997,0.016687413,0.075026773,0.086886314,0.057491908,0.08956953,0.124185714,0.116162438,0.0523001,0.039756344,0.063124276,0.032783816,0.03078923,0.008704847,0.017539553,0.015811126,0.018089113,0.027999505,0.024694169,0.024073474,0.038251248,0.047222327,0.048095425,0.047900932,0.054573303,0.047563658,0.020415179,0.028403779,0.020891012,0.011153693,0.014260768,0.009586117
31,-10,0.034094605,0.02794985,0.042076124,0.015798402,0.021435864,0.03254046,0.005554246,0.007923776,0.059884116,0.080187213,0.057747153,0.014648052,0.066952947,0.060977023,0.069224276,0.031005395,0.035906913,0.0193518,0.003720917,0.001431063,0.001343457,0.006926184,0.001695303,0.002193755,0.007718929,0.010553122,0.030965888,0.023104674,0.029438238,0.006945939,0.004183661,0.003771383,0.003543099,0.000729335,0.001369977,0.000645504
31,-2,0.03754036,0.021149351,0.04752997,0.055323277,0.02637033,0.012535964,0.073234765,0.070542458,0.043564236,0.103267133,0.144324176,0.136150649,0.047561538,0.04451049,0.061310589,0.036298501,0.034305514,0.011158893,0.018597057,0.023450845,0.01497581,0.02943759,0.025935074,0.014067051,0.04135833,0.05216249,0.044826819,0.038127835,0.036889565,0.028663913,0.028866358,0.02120823,0.02154872,0.008163372,0.01141503,0.004879742
31,-3,0.03081039,0.021114785,0.046896803,0.042709091,0.017977722,0.013896903,0.053613087,0.051372128,0.036088611,0.105833566,0.149667433,0.1326999,0.048984216,0.040111489,0.048100799,0.035469331,0.034701818,0.012245806,0.021462929,0.022286005,0.008751411,0.033240925,0.022307244,0.013794892,0.043451356,0.047512493,0.038116344,0.035944555,0.029090111,0.030422657,0.0281428,0.028128543,0.025810087,0.005741305,0.008852481,0.006045704
31,-4,0.030050649,0.029599001,0.048635365,0.033281419,0.016262737,0.017903097,0.035816583,0.037781219,0.022257642,0.113314885,0.150022278,0.126502597,0.051763437,0.042224875,0.042454346,0.035878821,0.035880739,0.013875577,0.022274196,0.006510406,0.003960599,0.029333433,0.012187274,0.009905187,0.038223177,0.043704998,0.032066616,0.025989308,0.025664601,0.032943399,0.026475717,0.028119919,0.023366973,0.003578526,0.006761435,0.003188168
31,-5,0.034082517,0.029307892,0.048152847,0.02756963,0.015596903,0.02133956,0.019748252,0.021838761,0.025615784,0.124498601,0.152434765,0.114796404,0.052194006,0.048488611,0.051272228,0.034808392,0.03575946,0.015115137,0.018446723,0.007325575,0.003311698,0.02167395,0.010595736,0.00896566,0.026130057,0.031677306,0.029513487,0.015277944,0.013353713,0.033143982,0.031448382,0.022966654,0.022503996,0.002267579,0.004479355,0.002323093
31,-6,0.030648052,0.02970979,0.046875125,0.02322967,0.018081818,0.025427572,0.011921479,0.013241958,0.025166034,0.120399301,0.140429171,0.073937463,0.060199201,0.047663736,0.050518382,0.033673926,0.035825094,0.016354198,0.021888006,0.002258885,0.002106602,0.019310144,0.005288095,0.005195624,0.016613975,0.015871386,0.025520298,0.017109849,0.024194571,0.040074969,0.025103505,0.026884604,0.022325294,0.001771781,0.003438438,0.001600193
31,-7,0.029443956,0.028136164,0.045577423,0.019135465,0.015624176,0.026878022,0.010048751,0.009966034,0.017916384,0.116928571,0.128844456,0.053268531,0.058935564,0.048745155,0.052165634,0.0329997,0.035834285,0.017122829,0.01987414,0.004418003,0.002353629,0.018044452,0.00851158,0.005793838,0.017290811,0.016112587,0.021849235,0.022823279,0.032830288,0.044766427,0.027426843,0.027899414,0.020380161,0.00183987,0.003648717,0.001876748
31,-8,0.03560969,0.02856034,0.043742557,0.018080519,0.020186513,0.030214585,0.00645025,0.009173926,0.047068931,0.102752947,0.101761838,0.028215485,0.067948152,0.058013087,0.064198801,0.031982018,0.035934885,0.018286466,0.004852885,0.001831011,0.002054422,0.008371452,0.004371734,0.00296467,0.007293569,0.011135888,0.032259747,0.025775806,0.03920697,0.024616206,0.013149865,0.010819285,0.013085068,0.001299257,0.002554141,0.001255803
31,-9,0.034934366,0.028342358,0.04306983,0.016729071,0.021500599,0.031757542,0.006340859,0.009115584,0.051975924,0.091159341,0.080549051,0.017284116,0.070822577,0.059971129,0.068639161,0.031554446,0.035941279,0.01879226,0.003200849,0.001785238,0.001567043,0.007384049,0.003868863,0.002562706,0.010014907,0.013769099,0.032848381,0.026213287,0.036533946,0.008818679,0.004145299,0.005479422,0.004966345,0.000912905,0.001764914,0.000849137
31,0,0.04447013,0.0211995,0.039245754,0.064431568,0.037094705,0.025307193,0.08946024,0.104711289,0.077854645,0.072441159,0.096541858,0.094459141,0.054378422,0.045126673,0.070558541,0.027515784,0.025607911,0.00918197,0.010631855,0.019856622,0.017527398,0.019179739,0.026153506,0.030699836,0.03088959,0.039587057,0.040043577,0.051825083,0.064124177,0.052239254,0.01363569,0.024188035,0.015917915,0.015364088,0.018111424,0.007688441
